name,lat,lon,country
COGO,1.08,9.7,Equatorial Guinea
SANTO ANTONIO,1.65,7.45,São Tomé and Príncipe
SAO TOME,0.35,6.73,São Tomé and Príncipe
CAP LOPEZ,-0.63,8.72,Gabon
M'BYA OIL TERMINAL,-3.88,10.93,Gabon
DUSSAFU TERMINAL,-4.25,10.82,Republic of the Congo
TAKULA TERMINAL,-5.22,11.78,Angola
MALONGO OIL TERMINAL,-5.43,12.08,Angola
FUTILA TERMINAL,-5.45,12.18,Angola
PSVM TERMINAL,0.0,0.0,Democratic Republic of the Congo
PORTO DO AMBRIZ,-7.83,13.1,Angola
ESTRELA OIL FIELD,-6.45,12.4,Angola
PORTO AMBOIM,-10.73,13.75,Angola
SUMBE,-11.2,13.83,Angola
LUDERITZ BAY,-26.65,15.15,Namibia
JAMESTOWN,-15.92,-5.72,Saint Helena
EDINBURGH OF THE SEVEN SEAS,-37.05,-12.3,Saint Helena
INHAMBANE,-23.92,35.4,Mozambique
CHINDE,-18.57,36.5,Mozambique
QUELIMANE,-17.88,36.88,Mozambique
PORTO BELO,-17.7,37.18,Mozambique
PEBANE,-17.27,38.15,Mozambique
PEMBA,-12.97,40.5,Mozambique
IBO,-12.33,40.62,Mozambique
MIKINDANI,-10.27,40.13,Tanzania
KILWA KIVINJE,-8.73,39.42,Tanzania
CHAKE CHAKE,-5.25,39.77,Tanzania
TANGA,-5.08,39.12,Tanzania
KILIFI,-3.63,39.87,Kenya
MALINDI,-3.22,40.13,Kenya
LAMU,-2.27,40.9,Kenya
KISMAAYO,-0.37,42.55,Somalia
BARAAWE,1.1,44.05,Somalia
MARKA,1.72,44.78,Somalia
MORONI,-11.7,43.25,Comoros
FOMBONI,-12.27,43.75,Comoros
MOUTSAMOUDU,-12.15,44.4,Comoros
MAINTIRANO,-18.07,44.02,Madagascar
MORONDAVA,-20.28,44.3,Madagascar
MANAKARA,-22.12,48.05,Madagascar
MANANJARY,-21.25,48.33,Madagascar
MAROANTSETRA,-15.45,49.82,Madagascar
IHARANA,-13.35,50.0,Madagascar
ANTSOHIM BONDRONA,-13.08,48.83,Madagascar
SAINT-DENIS,-20.87,55.45,Réunion
SAINT-PIERRE,-21.35,55.47,Réunion
PORT MATHURIN,-19.68,63.42,Mauritius
BOOSAASO,11.28,49.18,Somalia
AL KHAIR OIL TERMINAL,19.58,37.25,Sudan
NUWEIBA EL MUZEIMA,28.97,34.65,Egypt
AL QUSAYR,26.1,34.28,Egypt
HAMRAWEIN,26.25,34.2,Egypt
EL TUR HARBOR,28.23,33.62,Egypt
SHARM EL SHEIKH,27.85,34.28,Egypt
EL GHARDAQA,27.22,33.85,Egypt
SOKHNA PORT GAS TANKER TERMINAL,29.68,32.37,Egypt
EL ISMAILIYA,30.58,32.28,Egypt
RAS SUDR,29.58,32.7,Egypt
RAS ABU ZANIMAH,29.03,33.12,Egypt
SHARMAH,27.93,35.25,Saudi Arabia
DUBA BULK PLANT TANKER TERMINAL,27.32,35.9,Saudi Arabia
KING FAHD PORT,23.95,38.22,Saudi Arabia
SALIF,15.3,42.67,Yemen
NISHTUN,15.82,52.2,Yemen
KHAWR KHASAB,26.22,56.23,Oman
FATEH OIL TERMINAL,25.58,54.42,United Arab Emirates
ZIRKUH OIL FIELD,24.87,53.05,United Arab Emirates
AL JAZEERA PORT,25.72,55.78,United Arab Emirates
UMM AL QAYWAYN,25.58,55.58,United Arab Emirates
RAS AL GHAR,26.9,49.87,Saudi Arabia
RAS AL MISHAB,28.12,48.63,Saudi Arabia
DOHA HARBOR,29.38,47.8,Kuwait
AL BASRAH,30.52,47.83,Iraq
KHAWR AL ZUBAIR LNG TERMINAL,30.13,47.92,Iraq
KHOSROWABAD,30.17,48.42,Iran
BANDAR-E SHAHID REAJIE,27.1,56.07,Iran
JAZIREH-YE HORMOZ,27.1,56.45,Iran
JASK,25.63,57.77,Iran
CHAH BAHAR,25.27,60.62,Iran
GWADAR,25.13,62.3,Pakistan
MANDVI,22.83,69.35,India
BEDI,22.52,70.03,India
MAGDALLA,21.15,72.75,India
RATNAGIRI,16.98,73.28,India
PANAJI,15.5,73.82,India
BELEKERI,14.7,74.27,India
AZHIKAL (AZHIKKAL),11.92,75.3,India
CALICUT (KOZHIKODE),11.25,75.77,India
BEYPORE,11.17,75.8,India
QUILON (KOLLAM),8.88,76.58,India
TRIVANDRUM,8.48,76.95,India
KOLACHEL,8.17,77.25,India
KANKESANTURAI,9.82,80.05,Sri Lanka
PONDICHERRY,11.93,79.83,India
MACHILIPATNAM,16.15,81.17,India
GOPALPUR,19.25,84.92,India
MONGLA,22.47,89.6,Bangladesh
SITTWE,20.13,92.9,Myanmar
BASSEIN,16.78,94.73,Myanmar
MERGUI,12.43,98.6,Myanmar
KRABI,8.07,98.92,Thailand
KANTANG HARBOR,7.4,99.52,Thailand
BANG SAPHAN,11.18,99.6,Thailand
KHANOM,9.2,99.9,Thailand
PORT LANGKAWI,6.43,99.77,Malaysia
PELABUHAN BASS,6.32,99.83,Malaysia
TELUK ANSON,4.02,101.02,Malaysia
MUAR,2.05,102.57,Malaysia
TANJUNGPINANG,0.92,104.45,Indonesia
DABO,-0.5,104.57,Indonesia
TOBOALI,-3.02,106.45,Indonesia
MUNTOK,-2.07,105.17,Indonesia
BLINYU,-1.63,105.78,Indonesia
PANGKALPINANG,-2.12,106.13,Indonesia
RAMBA,-2.62,104.13,Indonesia
TANJUNGPANDAN,-2.75,107.63,Indonesia
BENGKULU,-3.78,102.25,Indonesia
PULAU BAAI,-3.92,102.28,Indonesia
SIBOLGA,1.73,98.77,Indonesia
TANJUNG BALAI KARIMUN,0.98,103.43,Indonesia
ULEELHEUE,5.57,95.28,Indonesia
PANGKALANSUSU,4.12,98.22,Indonesia
KUALA KAPUS,3.0,114.37,Indonesia
BENGKALIS,1.47,102.1,Indonesia
POLENG OIL FIELD,-6.65,112.92,Indonesia
CIREBON,-6.72,108.57,Indonesia
TEGAL,-6.85,109.13,Indonesia
PEKALONGAN,-6.85,109.7,Indonesia
REMBANG,-6.7,111.35,Indonesia
CELUKAN BAWANG,-8.18,114.83,Indonesia
TANJUNG BENETE,-8.9,116.75,Indonesia
AMPENAN,-8.57,116.07,Indonesia
LABUHANHAJI,-8.7,116.57,Indonesia
MAUMERE,-8.62,122.22,Indonesia
LARANTUKA,-8.35,122.98,Indonesia
ENDE,-8.83,121.65,Indonesia
WAINGAPU,-9.63,120.22,Indonesia
BELIDA MARINE TERMINAL,4.13,105.13,Indonesia
TAREMPAH,3.22,106.22,Indonesia
BINTANGOR,2.17,111.63,Malaysia
SIBU,2.28,111.82,Malaysia
SARIKEI,2.13,111.53,Malaysia
BANDAR SERI BEGAWAN,4.88,114.88,Brunei
SERIA OIL LOADING TERMINAL,4.62,114.32,Brunei
SAPANGAR BAY,6.08,116.12,Malaysia
KUDAT,6.88,116.85,Malaysia
BAKAPIT,4.95,118.58,Malaysia
MOSTYN,4.68,118.25,Malaysia
TANJUNGREDEB,2.15,117.48,Indonesia
TANJUNG SANGATA,0.37,117.57,Indonesia
BENOA,0.98,117.97,Indonesia
SENIPAH OIL TERMINAL,-0.95,117.17,Indonesia
GUNUNG BATU BESAR,-2.62,116.3,Indonesia
TANAH MERAH,-1.82,116.17,Indonesia
SAMPIT,-2.52,113.0,Indonesia
KUMAI,-2.75,111.72,Indonesia
PONTIANAK,-0.02,109.33,Indonesia
MANADO,1.5,124.83,Indonesia
GORONTALO,0.5,123.05,Indonesia
POSO,-1.37,120.75,Indonesia
KOLONODALE,-1.98,121.33,Indonesia
KENDARI,-3.97,122.58,Indonesia
BAUBAU,-5.47,122.62,Indonesia
RAHA ROADSTEAD,-4.85,122.73,Indonesia
POMALAA,-4.17,121.6,Indonesia
PAREPARE,-4.0,119.62,Indonesia
DONGGALA,-0.65,119.73,Indonesia
TAHUNA,3.62,125.48,Indonesia
TELUK BEO,4.23,126.78,Indonesia
TERNATE,0.78,127.38,Indonesia
LABUHA,-0.63,127.47,Indonesia
PATANI,0.37,128.75,Indonesia
WAHAI,-2.78,129.5,Indonesia
NAMLEA,-3.28,127.08,Indonesia
SAUMLAKI,-7.98,131.3,Indonesia
SERUI,-1.9,136.25,Indonesia
MIEI,-2.73,134.5,Indonesia
MANOKWARI ROAD,-0.87,134.08,Indonesia
SAILOLOF,-1.25,130.75,Indonesia
FAKFAK,-2.93,132.28,Indonesia
MERAUKE,-8.48,140.38,Indonesia
JAYAPURA,-2.53,140.72,Indonesia
DARU,-9.07,143.2,Papua New Guinea
ALOTOA,-10.32,150.45,Papua New Guinea
SAMARAI,-10.62,150.67,Papua New Guinea
SULOGA HARBOR,-9.22,152.77,Papua New Guinea
DISCOVERY BAY,-10.42,150.42,Papua New Guinea
ORO BAY,-8.88,148.48,Papua New Guinea
VANIMO,-2.68,141.13,Papua New Guinea
CAPE FLATTERY HARBOR,-14.95,145.35,Australia
BALLINA,-28.87,153.57,Australia
JERVIS BAY,-35.12,150.8,Australia
BATEMANS BAY,-35.7,150.17,Australia
WELSHPOOL,-38.7,146.47,Australia
WARRNAMBOOL,-38.4,142.48,Australia
KINGSCOTE,-35.63,137.63,Australia
KLEIN POINT,-34.97,137.77,Australia
USELESS LOOP,-26.08,113.4,Australia
CAPE CUVIER,-24.22,113.38,Australia
PORT HUON,-43.17,146.98,Australia
DOVER,-43.32,147.03,Australia
STANLEY,-40.77,145.28,Australia
BEAUTY POINT,-41.15,146.82,Australia
LAUNCESTON,-41.45,147.12,Australia
WHANGAROA,-35.05,173.77,New Zealand
OPUA,-35.32,174.12,New Zealand
WANGANUI,-39.95,175.03,New Zealand
MANUKAU HARBOR,-36.93,174.78,New Zealand
COLLINGWOOD,-40.68,172.67,New Zealand
TARAKOHE,-40.85,172.9,New Zealand
PICTON,-41.28,174.02,New Zealand
AKAROA,-43.8,172.97,New Zealand
OTAGO HARBOR,-45.82,170.63,New Zealand
GREYMOUTH,-42.43,171.22,New Zealand
WESTPORT,-41.75,171.6,New Zealand
KINGSTON,-29.07,167.95,Norfolk Island
MALAI,-16.35,179.37,Fiji
SAVUSAVU BAY,-16.77,179.33,Fiji
PANGAI,-19.8,-174.35,Tonga
NEIAFU,-18.65,-173.98,Tonga
FUNAFUTI ATOLL,-8.52,179.13,Tuvalu
MATA-UTU,-13.28,-176.13,Wallis and Futuna
ALOFI,-19.03,-169.93,Niue
VAITAPE,-16.5,-151.75,French Polynesia
UTUROA,-16.73,-151.45,French Polynesia
PORT RIKITEA,-23.12,-134.97,French Polynesia
ATUONA,-9.82,-139.03,French Polynesia
BAIE TAIOHAE,-8.93,-140.08,French Polynesia
CANTON ISLAND,-2.83,-171.72,Kiribati
ENGLISH HARBOR,3.85,-159.37,Kiribati
HONOKAA,20.1,-155.47,United States
HONUAPO,19.08,-155.55,United States
MILOLII,19.18,-155.9,United States
KAUHAKO BAY,19.38,-155.9,United States
NAPOOPOO,19.48,-155.93,United States
KAILUA,19.63,-156.0,United States
KIHOLO,19.87,-155.95,United States
KAWAIHAE,20.03,-155.83,United States
MAHUKONA,20.18,-155.9,United States
HANA,20.75,-155.98,United States
LAHAINA,20.87,-156.67,United States
KAUMALAPAU HARBOR,20.78,-157.0,United States
PUKOO,21.07,-156.8,United States
KAMALO,21.05,-156.88,United States
KAUNAKAKAI,21.08,-157.03,United States
BARBER'S POINT,21.32,-158.12,United States
PORT ALLEN,21.9,-159.58,United States
NAWILIWILI BAY,21.95,-159.35,United States
AHUKINI LANDING,22.0,-159.33,United States
NONOPAPA,21.87,-160.23,United States
TERN ISLAND,23.87,-166.28,United States
ENITWETAK ISLAND,11.33,162.33,Marshall Islands
TARAWA ATOLL,1.33,172.93,Kiribati
TINIAN,14.97,145.62,Northern Mariana Islands
ROTA,14.13,145.15,Northern Mariana Islands
LELE HARBOR,5.33,163.03,Micronesia
POHNPEI HARBOR,6.98,158.2,Micronesia
MOEN,7.43,151.83,Micronesia
COLONIA,9.52,138.13,Micronesia
MALAKAL HARBOR,7.33,134.45,Palau
LONGAN ISLAND,-1.22,144.3,Papua New Guinea
WEWAK HARBOR,-3.57,143.63,Papua New Guinea
HAMBURG HARBOR,-1.63,149.97,Papua New Guinea
KAVIENG HARBOR,-2.58,150.8,Papua New Guinea
KOKOPO,-4.33,152.27,Papua New Guinea
KIMBE,-5.13,150.53,Papua New Guinea
BIALLA,-5.3,150.98,Papua New Guinea
QUEEN CAROLA HARBOR,-5.17,154.55,Papua New Guinea
GIZO HARBOR,-8.1,156.85,Solomon Islands
RINGGI COVE,-8.12,157.1,Solomon Islands
YANDINA,-9.08,159.22,Solomon Islands
TULAGHI,-9.1,160.15,Solomon Islands
FORARI BAY,-17.68,168.55,Vanuatu
BAIE DE KOUAOUA,-21.38,165.82,New Caledonia
BAIE UGUE,-21.15,165.55,New Caledonia
KUALA TRENGGANU,5.35,103.13,Malaysia
TAPIS MARINE TERMINAL A,5.52,105.02,Malaysia
BONGKOT TERMINAL,8.05,102.33,Thailand
PETCHBURI TERMINAL,13.17,100.15,Thailand
PHSAR REAM,10.5,103.6,Cambodia
DUONG DONG,10.22,103.97,Vietnam
VINH CAM RANH,11.88,109.17,Vietnam
NHA TRANG,12.25,109.23,Vietnam
NGHE TINH,18.77,105.77,Vietnam
SANYA,18.32,109.45,China
CHIWAN,19.97,110.03,China
PENG-HU KANG,23.58,119.53,Taiwan
BASCO,20.45,121.97,Philippines
CLAVERIA,18.62,121.08,Philippines
PORT SAN VICENTE,18.52,122.13,Philippines
APARRI,18.37,121.63,Philippines
HONDAGUA,13.95,122.23,Philippines
JOSE PANGANIBAN,14.28,122.68,Philippines
VIRAC,13.58,124.25,Philippines
TABACO,13.37,123.73,Philippines
LEGAZPI PORT,13.15,123.75,Philippines
SORSOGON,12.97,124.0,Philippines
SANTA CRUZ (MARINDUQUE ISL),13.5,122.07,Philippines
NASUGBU,14.08,120.62,Philippines
MASINLOC,15.55,119.95,Philippines
CALAPAN,13.42,121.18,Philippines
PORT ROMBLON,12.58,122.27,Philippines
MASBATE,12.37,123.62,Philippines
LAOANG,12.57,125.02,Philippines
PORT BORONGAN,11.6,125.43,Philippines
GUIUAN,11.03,125.72,Philippines
CATBALOGAN,11.77,124.88,Philippines
TANAUAN,11.1,125.02,Philippines
MAASIN,10.13,124.83,Philippines
BAYBAY,10.68,124.8,Philippines
ORMOC,11.0,124.6,Philippines
ISABEL,10.92,124.43,Philippines
PALOMPON,11.05,124.38,Philippines
TAGBILARAN,9.65,123.85,Philippines
TUBIGAN,9.95,123.97,Philippines
TOLEDO,10.37,123.63,Philippines
SAN CARLOS,10.48,123.42,Philippines
BAIS,9.6,123.12,Philippines
LAZI,9.13,123.63,Philippines
PULUPANDAN,10.52,122.8,Philippines
PORT CAPIZ,11.6,122.72,Philippines
PUERTO PRINCESA,9.73,118.73,Philippines
SURIGAO CITY,9.78,125.5,Philippines
HINATUAN,8.37,126.33,Philippines
MANGAGOY,8.23,126.32,Philippines
MATI,6.95,126.22,Philippines
GINGOOG,8.83,125.1,Philippines
GENERAL SANTOS,6.12,125.18,Philippines
POLLOC (COTABATO),7.35,124.22,Philippines
PAGADIAN,7.83,123.43,Philippines
MARGOSATUBIG,7.58,123.17,Philippines
SANTA CLARA,7.78,122.68,Philippines
ZAMBOANGA,6.9,122.07,Philippines
JIMENEZ,8.33,123.87,Philippines
PORT OZAMIS,8.13,123.85,Philippines
BUGO,8.52,124.75,Philippines
BUTUAN CITY,8.95,125.53,Philippines
BASILIAN CITY (ISABELA),6.72,121.97,Philippines
PORT HOLLAND,6.55,121.87,Philippines
JOLO,6.05,121.0,Philippines
SIASI,5.55,120.82,Philippines
HAIMEN,28.68,121.45,China
ZHEN HAI,29.95,121.7,China
CHANGZHOU,31.97,119.98,China
GAOGANG,32.28,119.85,China
YANGZHOU,32.27,119.43,China
WU HU,31.33,118.37,China
ANKINGCHENG,30.52,117.03,China
WANXIAN,30.82,108.43,China
CHUNG CHING,29.57,106.63,China
LANSHAN,30.1,119.37,China
SUIZHANG GANG,40.07,121.05,China
LUSHUN,38.78,121.25,China
KYOMIP'O,38.73,125.62,North Korea
CHEJU HANG,33.52,126.53,South Korea
CHINAE,35.13,128.65,South Korea
SOKCH'O HANG,38.2,128.6,South Korea
WONSAN,39.17,127.45,North Korea
HUNGNAM,39.83,127.62,North Korea
CH'AHO,40.2,128.65,North Korea
KIMCH'AEK,40.67,129.2,North Korea
CH'ONGJIN,41.77,129.82,North Korea
NAJIN,42.23,130.3,North Korea
POS'YET,42.65,130.8,Russia
ZARUBINO,42.63,131.08,Russia
BUKHTA GAYDAMAK,42.87,132.68,Russia
SOVETSKAYA GAVAN,48.97,140.28,Russia
NIKOLAYEVSK NA AMUR,53.13,140.73,Russia
PORONAYSK,49.22,143.13,Russia
NEVELSK,46.67,141.87,Russia
UGLEGORSK,49.08,142.03,Russia
SHAKHTERSK,49.17,142.07,Russia
LESOGORSK,49.45,142.13,Russia
MYS ROGATYY OKTYABRSKIY,50.73,142.1,Russia
ALEKSANDROVSK -SAKHALINSKIY,50.9,142.13,Russia
LAZAREV,52.22,141.52,Russia
MOSKAL VO,53.58,142.5,Russia
SHAKOTAN,43.87,146.83,Russia
MOMBETSU KO,44.35,143.35,Japan
ABASHIRI KO,44.02,144.28,Japan
NEMURO KO,43.33,145.58,Japan
HANASAKI KO,43.28,145.58,Japan
TOKACHI,42.25,143.3,Japan
MORI,42.12,140.58,Japan
ESASI KO,41.87,140.12,Japan
ISIKARI WAN,43.23,141.37,Japan
WAKKANAI,43.42,141.68,Japan
MIYAKO,39.63,141.98,Japan
KESENNUMA KO,38.87,141.6,Japan
ONAGAWA,38.45,141.45,Japan
CHOSHI,35.73,140.85,Japan
TATEYAMA KO,35.0,139.8,Japan
URAGA KO,35.23,139.72,Japan
TAGONOURA KO,35.13,138.7,Japan
SHIMODA KO,34.67,138.95,Japan
OMAEZAKI KO,34.6,138.23,Japan
MATSUSAKA,34.6,136.57,Japan
TOBA,34.48,136.85,Japan
TANABE KO,33.72,135.37,Japan
AIOI,34.78,134.47,Japan
O0KIHAMA,34.75,134.57,Japan
HABU KO,34.28,133.18,Japan
ONOMICHI-ITOZAKI,34.38,133.17,Japan
HIKARI,33.95,131.93,Japan
HAGI KO,34.42,131.4,Japan
HAMADA KO,34.9,132.08,Japan
SAKAI KO,35.55,133.25,Japan
MIYAZU,35.53,135.2,Japan
UCHIURA,35.52,135.5,Japan
FUKUI,36.07,136.2,Japan
FUKUI KO,36.18,136.1,Japan
KANAZAWA,36.62,136.6,Japan
HIMEKAWA,37.03,137.85,Japan
KASHIWAZAKI,37.37,138.55,Japan
RYOTU KO,38.08,138.57,Japan
AKITA-FUNAKAWA KO,39.83,140.0,Japan
HANNAN KO,34.47,135.35,Japan
SHINGU,33.67,135.98,Japan
KOCHI KO,33.5,133.57,Japan
UWAJIMA KO,33.22,132.57,Japan
YAWATAHAMA,33.45,132.42,Japan
IMABARI KO,34.07,133.02,Japan
TAKUMA,34.22,133.68,Japan
MISHIMA-KAWANOE KO,34.0,133.55,Japan
MARUGAME KO,34.3,133.78,Japan
BEPPU,33.32,131.52,Japan
SAGANOSEKI KO,33.25,131.87,Japan
SAIKI KO,32.97,131.93,Japan
MINAMATA KO,32.2,130.38,Japan
IZUHARA,34.2,129.3,Japan
HIRARA KO,24.8,125.28,Japan
BUKHTA NAGAYEVA (MAGADAN),59.57,150.72,Russia
PETROPAVLOVSK,53.05,158.65,Russia
NIKOL SKOYE,55.2,165.98,Russia
PORT BERINGOVSKY,63.07,179.37,Russia
PROVIDENIYA,64.42,-173.23,Russia
PEVEK,69.72,170.3,Russia
PORT DIKSON,73.5,80.52,Russia
DUDINKA,69.4,86.17,Russia
IGARKA,67.48,86.6,Russia
MEZEN,65.83,44.18,Russia
SEVERODVINSK,64.57,39.78,Russia
RABOCHEOSTROVSK,64.98,34.78,Russia
BOLSHAYA PIRYU GUBA,66.67,34.37,Russia
OSTROVNOY GREMIKHA,68.05,39.52,Russia
MYS ABRAM,68.98,33.03,Russia
ELLEFSEN HARBOR,-60.73,-45.03,Antarctica
SCOTIA BAY,-60.75,-44.72,Antarctica
ADMIRALTY BAY,-62.08,-58.42,Antarctica
PORT FOSTER,-62.95,-60.63,Antarctica
PORT LOCKROY,-64.82,-63.5,Antarctica
MELCHIOR HARBOR,-64.32,-63.0,Antarctica
ANDERSEN HARBOR,-64.32,-62.93,Antarctica
MCMURDO STATION,-77.85,166.65,Antarctica
DAVISVILLE DEPOT,41.62,-71.4,United States
MONTAUK HARBOR,41.07,-71.93,United States
GREENPORT,41.1,-72.37,United States
STONINGTON,41.33,-71.9,United States
MYSTIC,41.35,-71.97,United States
NORWICH,41.52,-72.08,United States
ESSEX,41.35,-72.38,United States
PORT JEFFERSON,40.95,-73.08,United States
SOUTHPORT,41.13,-73.28,United States
NORWALK,41.1,-73.42,United States
STAMFORD,41.03,-73.55,United States
GREENWICH,41.02,-73.62,United States
PORT CHESTER,41.0,-73.67,United States
CITY ISLAND,40.85,-73.78,United States
PATCHOGUE,40.75,-73.02,United States
YONKERS,40.93,-73.9,United States
POUGHKEEPSIE,41.7,-73.95,United States
CATSKILL,42.22,-73.85,United States
RENSSELAER,42.65,-73.75,United States
TROY,42.73,-73.7,United States
TOMPKINSVILLE SI,40.63,-74.07,United States
MARINERS HARBOR SI,40.63,-74.17,United States
CHROME,40.57,-74.22,United States
SAYREVILLE,40.47,-74.37,United States
SOUTH AMBOY,40.48,-74.27,United States
LEONARDO,40.43,-74.07,United States
BARNEGAT,39.77,-74.1,United States
ATLANTIC CITY,39.37,-74.42,United States
SALEM NJ,39.67,-75.48,United States
DEEPWATER POINT,39.7,-75.52,United States
CHESTER,39.85,-75.35,United States
OCEAN CITY,38.33,-75.08,United States
CAPE CHARLES,37.27,-76.02,United States
SALISBURY,38.37,-75.6,United States
HAVRE DE GRACE,39.53,-76.08,United States
ANNAPOLIS,38.98,-76.48,United States
SOLOMONS ISLAND,38.32,-76.45,United States
WASHINGTON D.C.,38.87,-77.03,United States
ALEXANDRIA,38.8,-77.03,United States
WEST POINT,37.53,-76.8,United States
FREDERICKSBURG,38.3,-77.45,United States
WARWICK,37.45,-77.42,United States
