name,lat,lon,country
NEMRUT LIMANI BAY,38.77,26.92,Turkey
CUMANA (PUERTO SUCRE),10.47,-64.18,Venezuela
RADA PUNTA ARENAS,-53.17,-70.9,Chile
DAESAN HANG,37.02,126.4,South Korea
DAI HANG,8.48,108.68,Vietnam
DALIA TERMINAL,-7.68,11.77,Angola
DAR ES SALAAM,-6.82,39.3,Tanzania
PORTO DI MALAMOCCO,45.33,12.32,Italy
JAZIRAT DAS,25.15,52.87,United Arab Emirates
DAVAO,7.07,125.62,Philippines
NEW CASTLE,39.65,-75.57,United States
DELTA TERMINAL,36.85,36.17,Turkey
DERINCE BURNU,40.75,29.82,Turkey
DIDON TERMINAL,33.78,11.9,Tunisia
YARIMCA,40.8,29.7,Turkey
GRENAA HAVN,56.42,10.93,Denmark
RIO BUENO,18.47,-77.47,Jamaica
DJENO TERMINAL,-4.93,11.9,Republic of the Congo
DNIPRO-BUZKYY,46.73,31.88,Ukraine
DOVER HARBOR,51.12,1.33,United Kingdom
PIRAIEVS,37.93,23.65,Greece
DRIFT RIVER,60.55,-152.13,United States
GEBIG,-23.05,-44.22,Brazil
NITEROI,-22.88,-43.12,Brazil
DUBAYY,25.27,55.3,United Arab Emirates
DUNKERQUE PORT OUEST,51.07,2.35,France
SEA EAGLE TERMINAL,4.8,5.32,Nigeria
BUR SAID (PORT SAID),31.27,32.3,Egypt
GARLSTON,53.35,-2.9,United Kingdom
EBOME MARINE TERMINAL,2.8,9.82,Cameroon
EL BOSQUE,10.4,-75.53,Colombia
TOLANARO,-25.03,47.0,Madagascar
EL HAMRA OIL TERMINAL,30.98,28.87,Egypt
BAHIA DE PERTIGALETE,10.23,-64.57,Venezuela
BRUNSBUTTEL CANAL TERMINALS,53.9,9.15,Germany
ELEVSIS,38.03,23.55,Greece
NEW YORK CITY,40.7,-74.02,United States
SINT MICHELSBAAI,12.13,-69.02,Curaçao
KAMARAJAR PORT,13.27,80.32,India
ENSTED,55.02,9.43,Denmark
ERAWAN TERMINAL,9.1,101.35,Thailand
AS SIDR,30.63,18.37,Libya
ESCRAVOS OIL TERMINAL,5.5,5.0,Nigeria
ESQUIMALT HARBOR,48.43,-123.43,Canada
ILOILO,10.7,122.58,Philippines
KANOKAWA KO,34.18,132.43,Japan
ETAME TERMINAL,-3.75,10.52,Gabon
TEIGNMOUTH HARBOUR,50.55,-3.5,United Kingdom
FABORG,55.1,10.25,Denmark
FALMOUTH HARBOUR,50.15,-5.07,United Kingdom
FINNART OIL TERMINAL,56.12,-4.83,United Kingdom
FAWLEY MARINE TERMINAL,50.82,-1.33,United Kingdom
PORTO SANTANA,-0.05,-51.18,Brazil
FEODOSIYA,45.02,35.43,Ukraine
COLCHESTER,51.88,0.92,United Kingdom
FLORO,61.6,5.03,Norway
SOUTH NESS,58.8,-3.2,United Kingdom
AYIOS NIKOLAOS,37.98,23.53,Greece
FORT DE FRANCE,14.6,-61.07,Martinique
PORT EVERGLADES,26.1,-80.12,United States
PORTO DE MUCURIPE,-3.72,-38.48,Brazil
PORT SAINT LOUIS DU RHONE,43.38,4.82,France
FOWEY HARBOUR,50.33,-4.63,United Kingdom
LA PALLICE,46.17,-1.22,France
KARSKAR,60.68,17.27,Sweden
FUJAYRAH HARBOR,25.17,56.33,United Arab Emirates
XIUYU,25.23,118.98,China
HAKATA,33.6,130.4,Japan
SHIMMINATO,36.77,137.12,Japan
KISARAZU KO,35.37,139.88,Japan
PHILLIPSBURG,18.02,-63.05,Sint Maarten
GALLE HARBOR,6.02,80.22,Sri Lanka
GAMAGORI KO,34.82,137.22,Japan
GAMBA OIL TERMINAL,-2.83,10.0,Gabon
VISHAKHAPATNAM,17.68,83.3,India
MACAU,22.18,113.57,Macau
PUERTO DE GARRUCHA,37.18,-1.82,Spain
GENOVA,44.4,8.93,Italy
GEORGETOWN,19.3,-81.38,Cayman Islands
TANGIER-MEDITERRANEAN,35.9,-5.52,Morocco
GIRASSOL TERMINAL,-7.65,11.68,Angola
MANDAL,58.02,7.47,Norway
JIZAN,16.9,42.48,Saudi Arabia
GOOSE BAY,53.37,-60.3,Canada
PORTSMOUTH HARBOUR,50.8,-1.1,United Kingdom
GOTEBORG,57.7,11.97,Sweden
GOVE,-12.2,136.7,Australia
MILLPORT,55.75,-4.92,United Kingdom
GLOUCESTER,39.9,-75.13,United States
GRONNEDAL (KANGILINNGUIT),61.23,-48.1,Greenland
NOANK,41.32,-71.98,United States
GUAIBA ISLAND TERMINAL,-23.02,-44.03,Brazil
GUAMARE OIL TERMINAL,-4.87,-36.28,Brazil
PUERTO GUANTANAMO,19.98,-75.13,Cuba
BAHIA HERRADURA GUAYACAN,-29.97,-71.37,Chile
BAHIA DE JOBOS,17.95,-66.18,Puerto Rico
PLAYA DE GUAYANILLA,18.02,-66.77,Puerto Rico
STIGSNAESVAERKET,55.2,11.25,Denmark
KIN WAN,26.42,127.9,Japan
GWANGYANG HANG,34.85,127.8,South Korea
HACHINOHE KO,40.53,141.55,Japan
HAEJU HANG,38.0,125.7,North Korea
HAKODATE KO,41.78,140.72,Japan
MUBARRAZ OIL TERMINAL,24.43,53.52,United Arab Emirates
HALDIA PORT,22.02,88.08,India
PORTHMOS EVRIPOU,38.47,23.58,Greece
JAZIRAT HALUL,25.68,52.42,Qatar
COWES HARBOUR,50.77,-1.3,United Kingdom
AL HAMRIYAH LPG TERMINAL,25.47,55.48,United Arab Emirates
SHARJAH OFFSHORE TERMINAL,25.58,55.4,United Arab Emirates
HANKOW,30.58,114.28,China
BAHAI DE LA HABANA,23.13,-82.37,Cuba
PORT OF LE HAVRE,49.48,0.12,France
KINUURA KO,34.85,136.95,Japan
SOUTH VALLEJO,38.08,-122.25,United States
HIBI KO,34.45,133.93,Japan
HIBIKINADA,33.93,130.83,Japan
KAWASAKI KO,35.5,139.77,Japan
THANH HO CHI MINH,10.77,106.72,Vietnam
AL AHMADI,14.83,42.97,Yemen
ST MARGARETS HOPE,58.83,-2.95,United Kingdom
HON GAI,20.95,107.07,Vietnam
HONNINGSVAG,70.98,26.0,Norway
PULAU BUKOM,1.23,103.77,Singapore
HOSOSHIMA KO,32.43,131.67,Japan
HOUND POINT TERMINAL,56.0,-3.37,United Kingdom
GULFPORT SI,40.63,-74.2,United States
HULUDAO GANG,40.7,120.98,China
CHAOZHOU,23.62,117.08,China
HUA-LIEN KANG,23.98,121.6,Taiwan
QINGDAO GANG,36.03,120.27,China
HULAYLAH OIL TERMINAL,25.98,55.93,United Arab Emirates
VALLOY,59.27,10.5,Norway
PORT OF ILHEUS,-14.78,-39.02,Brazil
ILIGAN,8.23,124.23,Philippines
PUERTO ILO,-17.63,-71.37,Peru
INCHON,37.47,126.62,South Korea
PUERTO INGENIERO WHITE,-38.8,-62.27,Argentina
PORT INGLESIDE,27.82,-97.18,United States
THANH HOA,10.82,106.77,Vietnam
ISHIKARI BAY NEW PORT,43.22,141.28,Japan
ISHINOMAKI KO,38.4,141.32,Japan
IWAKUNI KO,34.18,132.25,Japan
JABUNG BATANGHARI MARINE TERMINAL,-0.92,104.07,Indonesia
QUONSET POINT,41.58,-71.4,United States
MINA JABAL ALI,25.02,55.05,United Arab Emirates
JABAL AZ ZANNAH/RUWAYS,24.2,52.7,United Arab Emirates
JIDDAH,21.48,39.18,Saudi Arabia
SIDON/ZAHRANI TERMINAL,33.53,35.32,Lebanon
TANGSHAN (JINGTANG),39.2,119.02,China
JINZHOU WAN,40.75,121.1,China
JOHOR,1.43,103.9,Malaysia
EL JORF LASFAR,33.12,-8.62,Morocco
JOSE TERMINAL,10.1,-64.85,Venezuela
JU AYMAH OIL TERMINAL,26.93,50.03,Saudi Arabia
JU AYMAH LPG TERMINAL,26.87,50.05,Saudi Arabia
VADINAR TERMINAL,22.52,69.7,India
KOPERVIK,59.28,5.32,Norway
TANJUNGUBAN,1.07,104.22,Indonesia
KAGOSHIMA KO,31.58,130.57,Japan
KAKINADA BAY,17.0,82.32,India
PANARUKAN,-7.7,113.93,Indonesia
KAMAISHI KO,39.27,141.9,Japan
KAMPONG SAOM,10.63,103.5,Cambodia
KARAIKAL PORT,10.83,79.87,India
MOJI KO,33.95,130.97,Japan
SKUTSKAR,60.65,17.4,Sweden
KASHIMA KO,35.93,140.7,Japan
KASIM TERMINAL,-1.3,131.02,Indonesia
KAVKAZ OIL TERMINAL,45.33,36.65,Russia
PORT RICHMOND SI,40.65,-74.13,United States
KEMAMAN HARBOR,4.25,103.47,Malaysia
THAMESPORT,51.43,0.7,United Kingdom
PULAU SEBAROK,1.2,103.8,Singapore
KIRTEH OIL TERMINAL,4.57,103.47,Malaysia
AL MUKALLA,14.52,49.12,Yemen
KHALIFA BIN SALMAN,26.25,50.75,Bahrain
KHARG ISLAND OIL TERMINAL,29.23,50.33,Iran
KHAWR AL ZUBAIR,30.18,47.9,Iraq
KHAWR FAKKAN,25.35,56.38,United Arab Emirates
KHAWR AL AMAYA,29.78,48.8,Iraq
KIKUMA KO,34.03,132.83,Japan
AL JUBAYL,27.08,49.67,Saudi Arabia
TOBATA,33.92,130.82,Japan
KIZOMBA A TERMINAL,-6.32,11.05,Angola
KIZOMBA B TERMINAL,-6.35,11.15,Angola
KIZOMBA C TERMINAL,-6.32,11.28,Angola
BRATTHOLMEN,60.35,5.17,Norway
KO SI CHANG TERMINAL,13.17,100.82,Thailand
SIAM SEAPORT,13.13,100.88,Thailand
SHIKAMA,34.77,134.65,Japan
KOGE,55.45,12.2,Denmark
SI RACHA TERMINAL,13.12,100.88,Thailand
KOKURA KO,33.88,130.88,Japan
KOLE OIL TERMINAL,4.25,8.55,Cameroon
KOME KRIBI 1 MARINE TERMINAL,2.92,9.8,Cameroon
LIMIN KOS,36.9,27.28,Greece
RIJEKA LUKA,45.33,14.43,Croatia
LUTONG,4.47,114.0,Malaysia
KUANTAN NEW PORT,3.97,103.43,Malaysia
KUITO OIL FIELD,-5.47,11.5,Angola
KUSHIRO KO,42.98,144.37,Japan
AL KUWAYT,29.35,47.93,Kuwait
SOYO ANGOLA LNG TERMINAL,-6.12,12.33,Angola
PORT-LA-NOUVELLE,43.02,3.07,France
LA PAMPILLA OIL TERMINAL,-11.93,-77.13,Peru
SKHIRA,34.28,10.1,Tunisia
VICTORIA,5.28,115.23,Malaysia
LALANG MARINE TERMINAL,1.18,102.22,Indonesia
LON SHUI TERMINAL,20.83,115.68,China
SLAGENSTANGEN,59.32,10.52,Norway
BAHIA DE VALPARAISO,-33.03,-71.62,Chile
AL LADHIQIYAH,35.53,35.77,Syria
LAUTOKA HARBOR,-17.6,177.45,Fiji
JAZIREH-YE LAVAN OIL TERMINAL,26.78,53.33,Iran
LAWI LAWI OIL TERMINAL,-1.45,116.77,Indonesia
LEITH,55.98,-3.18,United Kingdom
PORTO DE LEIXOES,41.18,-8.7,Portugal
OPORTO,41.15,-8.67,Portugal
STORNOWAY HARBOR,58.18,-6.37,United Kingdom
HUANGPUXINGANG,23.05,113.5,China
GRASSELLI,40.62,-74.2,United States
LISBOA,38.7,-9.17,Portugal
ROTHESAY HARBOR,55.83,-5.05,United Kingdom
LODINGEN,68.42,16.0,Norway
MONTOIR,47.3,-2.13,France
LONGKOU GANG,37.63,120.28,China
SERANGOON HARBOR,1.4,103.95,Singapore
MALOY,61.93,5.12,Norway
UJUNG PANDANG,-5.13,119.4,Indonesia
PORTO DE MACEIO,-9.67,-35.73,Brazil
HUANGPU,23.08,113.42,China
VICTORIA,-4.62,55.45,Seychelles
MAIZURU KO,35.52,135.33,Japan
MAJURO ATOLL,7.08,171.38,Marshall Islands
MELAKA,2.2,102.25,Malaysia
MANGKASA OIL TERMINAL,-2.73,121.07,Indonesia
MALONG MARINE TERMINAL,4.63,104.82,Malaysia
VALLETTA HARBORS,35.9,14.52,Malta
DZAOUDZI,-12.78,45.25,Comoros
JERSEY CITY,40.72,-74.03,United States
MERSA TOBRUQ,32.08,23.98,Libya
AL BURAYQAH,30.42,19.6,Libya
MASAN,35.18,128.57,South Korea
MITSIWA HARBOR,15.62,39.47,Eritrea
MOULMEIN HARBOR,16.48,97.62,Myanmar
PAKHI OIL TERMINAL,37.97,23.38,Greece
PORT NADOR,35.28,-2.93,Morocco
MELILLI OIL TERMINAL,37.12,15.25,Italy
VACAMONTE,8.87,-79.67,Panama
MERS EL KEBIR,35.73,-0.7,Algeria
UMM SAID,24.92,51.57,Qatar
MIDWAY ISLAND,28.18,-177.37,Midway Island
MINA ASH SHUAYBAH,29.03,48.17,Kuwait
MINA AZ ZAWR,28.73,48.4,Kuwait
MINA AL AHMADI,29.07,48.17,Kuwait
ASH SHARIQAH,25.42,55.37,United Arab Emirates
AL MANAMAH,26.23,50.58,Bahrain
MINA AL FAHL,23.63,58.52,Oman
MISUMI KO,32.6,130.47,Japan
MISRATAH,32.37,15.22,Libya
MIZUSHIMA KO,34.5,133.75,Japan
MJIMWEMA TERMINAL,-6.82,39.37,Tanzania
CAYO MOA GRANDE,20.67,-74.9,Cuba
AL MUKHA,13.32,43.25,Yemen
MUQDISHO,2.03,45.35,Somalia
PUERTO MOIN,10.0,-83.08,Costa Rica
MO INLET,66.32,14.13,Norway
MUTUREZIMA KO,33.97,130.87,Japan
KILRUSH,52.63,-9.5,Ireland
ST NAZAIRE,47.28,-2.2,France
MARMAGAO,15.43,73.8,India
MOURILYAN HARBOUR,-17.6,146.13,Australia
MUARA HARBOR,5.03,115.07,Brunei
PORT HASTINGS,45.65,-61.4,Canada
MURORAN KO,42.35,140.97,Japan
MINA QABUS,23.63,58.58,Oman
UMM AN NAR,24.45,54.48,United Arab Emirates
NAGAPPATTINAM,10.77,79.85,India
NAGOYA KO,35.07,136.87,Japan
NAHA KO,26.22,127.68,Japan
NAMIKATA,34.12,132.9,Japan
NANAO KO,37.05,136.98,Japan
NAOETSU KO,37.18,138.25,Japan
NAPOLI,40.85,14.27,Italy
ULVIK,68.57,16.27,Norway
NASIPIT PORT,8.98,125.33,Philippines
YOKOHAMA KO,35.45,139.58,Japan
WEEHAWKEN,40.77,-74.02,United States
NEW MANGALORE,12.92,74.82,India
STAPLETON SI,40.63,-74.07,United States
CAT LAI,10.75,106.78,Vietnam
CROMARTY,57.68,-4.03,United Kingdom
EASTERN PART OF NIIGATA-KO,38.02,139.23,Japan
NIIGATA KO,37.92,139.05,Japan
MYKOLAYIV,46.95,31.98,Ukraine
N'KOSSA TERMINAL,-5.27,11.57,Republic of the Congo
PORT NORO,-8.22,157.18,Solomon Islands
NORTH PULAU LAUT COAL TERMINAL,-3.2,116.28,Indonesia
NOSHIRO KO,40.22,140.0,Japan
NUEVITAS BAY,21.55,-77.27,Cuba
NUKU ALOFA,-21.13,-175.2,Tonga
HAROYSUND,62.9,6.97,Norway
NYKOBING (FALSTER),54.77,11.87,Denmark
ODESA,46.48,30.73,Ukraine
ODUDU TERMINAL,4.0,7.77,Nigeria
SKAGEN HAVN,57.72,10.6,Denmark
VICTORIA HARBOR,48.43,-123.38,Canada
OGUENDJO TERMINAL,-1.47,8.92,Gabon
OITA KO,33.25,131.67,Japan
OKHOTSK IY REYD,59.37,143.2,Russia
OKONO TERMINAL,3.98,7.3,Nigeria
PORT OKTYABRSK,46.83,31.93,Ukraine
OLOWI MARINE TERMINAL,-3.13,10.22,Gabon
MIIKE KO,33.0,130.42,Japan
ONAHAMA KO,36.93,140.9,Japan
PORTO DI ORISTANO,39.87,8.55,Italy
STOCKVIK,62.33,17.38,Sweden
OOSTENDE,51.23,2.92,Belgium
OTARU KO,43.2,141.02,Japan
PORT OWENDO,0.28,9.5,Gabon
OWASE KO,34.07,136.22,Japan
TELUK BAYUR,-1.0,100.37,Indonesia
PAGO PAGO HARBOR,-14.28,-170.67,American Samoa
NANCHITAL,18.07,-94.42,Mexico
PALANCA TERMINAL,-6.95,12.4,Angola
PUNTA NIZAO OIL TERMINAL,18.2,-70.2,Dominican Republic
PORTO DI PALERMO,38.13,13.37,Italy
PALMA DE MALLORCA,39.57,2.63,Spain
LAS PIEDRAS,11.7,-70.22,Venezuela
PATRAI,38.25,21.73,Greece
PENNINGTON OIL TERMINAL,4.25,5.62,Nigeria
PORT OF ROUEN,49.45,1.07,France
COLES BAY OIL TERMINAL,18.02,-63.08,Sint Maarten
PORTOVECCHIO DI PIOMBINO,42.93,10.55,Italy
PIPAVAV BANDAR,20.92,71.52,India
YAKACIK,36.72,36.18,Turkey
PORT LAVACA,28.62,-96.62,United States
POINT LISAS INDUSTRIAL PORT,10.4,-61.5,Trinidad and Tobago
POINT MURAT,-21.82,114.18,Australia
POINTE NOIRE,50.17,-66.48,Canada
POINTE A PIERRE,10.32,-61.47,Trinidad and Tobago
POINT LISAS PORT,10.38,-61.48,Trinidad and Tobago
POINTE A PITRE,16.23,-61.53,Guadeloupe
PLAYA DE PONCE,17.98,-66.62,Puerto Rico
SARROCH OIL TERMINAL,39.08,9.03,Italy
POOLE HARBOUR,50.68,-1.95,United Kingdom
SAN FERNANDO HARBOR,16.62,120.32,Philippines
LA BAIE (PORT ALFRED),48.33,-70.88,Canada
PORT CARTIER,50.03,-66.78,Canada
PORT ELIZABETH,-33.97,25.62,South Africa
ELIZABETHPORT,40.65,-74.18,United States
PORT EST,-20.93,55.32,Réunion
AS SUWAYS,29.97,32.55,Egypt
PORT MANATEE,27.63,-82.57,United States
PORT METHANIER,36.88,6.95,Algeria
MUHAMAMAD BIN QASIM,24.77,67.35,Pakistan
PORT POLNOCHNY,54.4,18.72,Poland
PORT OF SOHAR,24.52,56.63,Oman
STANLEY,-51.7,-57.83,Falkland Islands
PORT AU PRINCE,18.55,-72.35,Haiti
PORTLAND HARBOUR,50.58,-2.43,United Kingdom
PORTO VESME,39.2,8.4,Italy
PRAIA DE VITORIA,38.72,-27.05,Portugal
PSVM TERMINAL,-6.25,10.73,Angola
VILLA CONSTITUCION,-33.3,-60.33,Argentina
POZOS COLORADOS,11.15,-74.25,Colombia
PUNTA LOBITOS (BAHIA DE HUARMEY),-10.1,-78.17,Peru
BAHIA QUINTERO (VENTANAS),-32.77,-71.53,Chile
TANJUNG ARANG  (BUNYU),3.47,117.83,Indonesia
PUNTA EUROPA TERMINAL,3.78,8.72,Equatorial Guinea
PUERTO GALLEGOS,-51.62,-68.97,Argentina
MUGGIA,45.6,13.77,Italy
PYEONGTAEK HANG,37.0,126.8,South Korea
QALHAT LNG TERMINAL,22.68,59.4,Oman
QUA IBOE OIL TERMINAL,4.23,8.03,Nigeria
QUEBEC,46.82,-71.22,Canada
RANGOON,16.77,96.17,Myanmar
RAS AL KHAFJI,28.43,48.58,Saudi Arabia
RAS BADRAN OIL TERMINAL,28.95,33.17,Egypt
RAS ISA MARINE TERMINAL,15.13,42.6,Yemen
RAS   LANUF,30.52,18.57,Libya
RAS SHUKHIER,28.13,33.28,Egypt
RAS  TANNURAH,26.63,50.17,Saudi Arabia
PORTO DI CORSINI,44.5,12.28,Italy
RAYONG TPI TERMINAL,12.63,101.3,Thailand
PORT OUEST,-20.93,55.28,Réunion
POINT RICHMOND,37.92,-122.37,United States
PUERTO DE HAINA,18.42,-70.02,Dominican Republic
ROAD HARBOR,18.42,-64.62,British Virgin Islands
RODBY HAVN,54.65,11.35,Denmark
MARE ISLAND,38.1,-122.27,United States
RONNE,55.1,14.7,Denmark
ENSENADA HONDA,18.23,-65.63,Puerto Rico
NEWBURGH,41.5,-74.0,United States
VADA,43.35,10.45,Italy
ROSSLARE,52.25,-6.33,Ireland
RUDUM TERMINAL,13.98,47.92,Yemen
RUMOI KO,43.95,141.63,Japan
BUR SAFAGA,26.73,33.95,Egypt
SAYDA,33.5,35.35,Lebanon
SAKAI-SENBOKU,34.55,135.43,Japan
SAKAIDE KO,34.33,133.85,Japan
SAKATA KO,38.93,139.82,Japan
PORT DE SALVADOR,-12.97,-38.52,Brazil
PUERTO SAN ANTONIO,-33.58,-71.62,Chile
PUERTO DE HENCAN,13.4,-87.45,Honduras
SINT NICOLAAS BAAI,12.43,-69.92,Aruba
BAHIA SAN NICOLAS,-15.25,-75.23,Peru
BAHIA SAN VICENTE,-36.73,-73.17,Chile
PELABUHAN SANDAKAN,5.83,118.12,Malaysia
SANDEFJORDEN,59.12,10.23,Norway
SIRACUSA,37.05,15.28,Italy
TANJUNG SANTAN,-0.1,117.53,Indonesia
SANTO THOMAS DE CASTILLA,15.7,-88.62,Guatemala
SAO FRANCISCO,-26.25,-48.63,Brazil
SAWAKIN HARBOR,19.13,37.35,Sudan
CARACASBAAI,12.07,-68.87,Curaçao
SCRABSTER HARBOR,58.62,-3.55,United Kingdom
SENDAI-SHIOGAMA,38.32,141.03,Japan
SEPT ILES,50.2,-66.38,Canada
SEVILLA,37.37,-6.0,Spain
MERSA SFAX,34.73,10.77,Tunisia
SHAN T OU,23.37,116.68,China
SHIBUSHI WAN,31.47,131.1,Japan
SHIMIZU KO,35.02,138.5,Japan
FUSHIKI-TOYAMA,36.77,137.13,Japan
SHOREHAM HARBOUR,50.82,-0.25,United Kingdom
MINA ABD ALLAH,29.02,48.17,Kuwait
SHUI DONG,21.48,111.08,China
SIDI KERIR (KURAYR),31.1,29.62,Egypt
SIMONSTOWN,-34.18,18.43,South Africa
JAZIREH-YE SIRRI,25.9,54.55,Iran
HORTEN,59.42,10.5,Norway
STORSTEILENE,59.82,10.6,Norway
SONDERBORG,54.92,9.78,Denmark
SONGKHLA HARBOR,7.22,100.58,Thailand
SOREL,46.05,-73.12,Canada
TG. SORONG,-0.88,131.23,Indonesia
SIRUS OIL TERMINAL,29.02,49.48,Iran
SOUDHA,35.48,24.18,Greece
SAINT HELIER HARBOUR,49.18,-2.12,Jersey
BAIE DU MARIGOT,18.07,-63.08,France
SAINT PETER PORT,49.45,-2.53,Guernsey
SANKT-PETERBURG,59.93,30.3,Russia
GULFHAVEN,55.2,11.27,Denmark
OBBOLA,63.7,20.33,Sweden
STURA,60.62,4.85,Norway
PORTO DE SUAPE,-8.4,-34.97,Brazil
SUNNDALSORA,62.68,8.55,Norway
SUNGAIGERONG,-2.98,104.83,Indonesia
SUNGAIPAKNING,1.35,102.17,Indonesia
PELABUHAN SUNGAI UDANG,2.25,102.13,Malaysia
SOUTHPORT,33.92,-78.02,United States
SUPSA MARINE TERMINAL,42.1,41.72,Georgia
SUSAKI KO,33.38,133.3,Japan
SUVA HARBOR,-18.13,178.42,Fiji
TAI-CHUNG KANG,24.3,120.5,Taiwan
TAN-SHUI,25.18,121.4,Taiwan
TIANJIN XIN GANG,38.97,117.83,China
UNO KO,34.48,133.95,Japan
DAGU TANGGU,38.97,117.67,China
LINGKAS,3.28,117.6,Indonesia
TG. MANI,2.15,111.35,Malaysia
TANTAWAN MARINE TERMINAL,10.08,101.42,Thailand
MINA TARABULUS (TRIPOLI),32.9,13.18,Libya
STAGEN,-3.3,116.15,Indonesia
TARTUS,34.9,35.87,Syria
TAWA,4.25,117.88,Malaysia
TROIS RIVIERES,46.35,-72.55,Canada
WAKAMATSU KO,33.9,130.82,Japan
TOKUYAMA,34.03,131.82,Japan
TOKYO KO,35.67,139.75,Japan
TOMAKOMAI KO,42.63,141.63,Japan
MIKAWA,34.72,137.3,Japan
TARABULUS,34.45,35.83,Lebanon
MUI VUNG TAU,10.32,107.07,Vietnam
TSUKUMI KO,33.08,131.87,Japan
TSURUGA KO,35.65,136.07,Japan
TUTICORIN,8.8,78.17,India
GOLCUK BURNU,40.73,29.82,Turkey
UBE KO,33.93,131.23,Japan
UDANG OILFIELD,4.03,106.48,Indonesia
UKPOKITI MARINE TERMINAL,5.72,4.83,Nigeria
UMEA HAMN,63.7,20.35,Sweden
HAYDARPASA,41.0,29.02,Turkey
REKA LUGA,59.67,28.32,Russia
BUKHTA VANINO,49.08,140.28,Russia
VILLAGARCIA DE AROSA,42.6,-8.77,Spain
VITAZ MARINE TERMINAL,52.7,143.55,Russia
VLORES,40.47,19.5,Albania
GAVAN VYSOTSK,60.62,28.57,Russia
WADI FEIRAN,28.75,33.2,Egypt
YAHATA,33.87,130.82,Japan
WAKAYAMA-SHIMOTSU KO,34.2,135.13,Japan
WARREN POINT,54.1,-6.25,United Kingdom
COBH,51.85,-8.3,Ireland
INDIANA HARBOR,41.67,-87.43,United States
WIDURI MARINE TERMINAL,-4.67,106.65,Indonesia
PUERTO YABUCOA,18.05,-65.83,Puerto Rico
YATSUSHIRO KO,32.5,130.53,Japan
YETAGUN MARINE TERMINAL,13.05,96.85,Myanmar
YOKOSUKA KO,35.28,139.67,Japan
YOMBO TERMINAL,-4.45,11.1,Republic of the Congo
YOSU,34.73,127.75,South Korea
YUZHNYY,46.6,31.02,Ukraine
ZAFARANA TERMINAL,29.17,32.68,Egypt
ZIRKUH PETROLEUM PORT,25.02,53.0,United Arab Emirates
ZEIT BAY TERMINAL,27.83,33.6,Egypt
ZEIT BAY LPG TERMINAL,27.8,33.57,Egypt
EAST ZEIT TERMINAL,27.85,33.6,Egypt
EZ ZUEITINA,30.85,20.05,Libya
KEFLAVIK,64.0,-22.55,Iceland
STRAUMSVIK,64.05,-22.05,Iceland
SKERJAFJORDUR,64.15,-22.02,Iceland
BILDUDALUR,65.68,-23.6,Iceland
THINGEYRI,65.88,-23.48,Iceland
BOLUNGAVIK,66.17,-23.23,Iceland
ISAFJORDUR,66.07,-23.12,Iceland
SAUDARKROKUR,65.75,-19.67,Iceland
SIGLUFJORHURD,66.15,-18.92,Iceland
DALVIK,65.98,-18.52,Iceland
AKUREYRI,65.68,-18.08,Iceland
HUSAVIK,66.03,-17.33,Iceland
SEYDHISFJORDHUR,65.27,-14.0,Iceland
NESKAUPSTADUR,65.15,-13.68,Iceland
ESKIFJORDHUR,65.07,-14.02,Iceland
BUDIR,64.93,-14.02,Iceland
HORNABJORDUR,64.25,-15.23,Iceland
VESTMANNAEYJAR,63.43,-20.28,Iceland
QUTDLEQ,61.52,-42.22,Greenland
KUSANARTOQ,61.77,-42.22,Greenland
NANORTALIK HAVN,60.12,-45.2,Greenland
NARSAQ,60.92,-46.05,Greenland
NARSARSSUAQ,61.15,-45.43,Greenland
PAAMUIT (FREDERIKSHAB),62.0,-49.67,Greenland
MANIITSOQ,65.42,-52.92,Greenland
ATTU,67.95,-53.73,Greenland
AASIAAT,68.7,-52.87,Greenland
QASIGIANNGUIT-CHRISTIANSHAB,68.82,-51.18,Greenland
ILLULISSAT (JAKOBSHAVN),69.22,-51.1,Greenland
QEQERTARSUAQ,69.23,-53.53,Greenland
KAJALLEQ UPERNAVIK,72.15,-55.53,Greenland
PITUFFIK (THULE AIR BASE),76.53,-68.87,Greenland
POND INLET,72.75,-76.75,Canada
PADLOPING ISLAND,67.03,-62.73,Canada
PANGNIRTUNG,66.13,-65.75,Canada
CATALINA HARBOR,48.5,-53.08,Canada
PORT UNION,48.5,-53.08,Canada
CLARENVILLE,48.15,-53.95,Canada
ARGENTIA,47.3,-53.98,Canada
PORT DE ST PIERRE,46.78,-56.17,Saint Pierre and Miquelon
PORT AUX BASQUES,47.57,-59.13,Canada
ST GEORGE'S,48.45,-58.45,Canada
BLANC SABLON,51.42,-57.13,Canada
HAVRE ST PIERRE,50.23,-63.6,Canada
MATANE,48.85,-67.53,Canada
RIMOUSKI,48.45,-68.52,Canada
CHICOUTIMI (PORT SAGUENAY),48.43,-71.07,Canada
RIVIERE DU LOUP,47.83,-69.52,Canada
PORT DE BECANCOUR,46.4,-72.38,Canada
VAUDREUIL,45.4,-74.03,Canada
OKA SUR LE LAC,45.47,-74.08,Canada
HUDSON,45.47,-74.13,Canada
ST PLACIDE,45.53,-74.2,Canada
ST ANDREWS EAST,45.57,-74.33,Canada
CARILLON,45.57,-74.37,Canada
CHUTE A BLONDEAU,45.58,-74.47,Canada
GRENVILLE,45.63,-74.6,Canada
HAWKESBURY,45.62,-74.62,Canada
